,Name,href,Rating,Name_reviewer,Rating_reviewer,Elite,Ort_reviewer,Friends_count,Reviews_count,Pictures_count,Date,Comment,Names_pictures,Hilfreich,Lustig,Cool
10,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,RK User (gastro…),5.0,No,"Düsseldorf, Nordrhein-Westfalen",0,1,0,,"Bedienung Sehr nette Bedienung. Wir haben uns gut aufgehoben gefühlt. Das Essen Ich hatte das traditionelle Kimche und ein sehr leckeres Fleischgericht. Mein Partner war mit seinem vegetarischen Essen aber auch sehr zufrieden. Das Ambiente Das Ambiente ist in Ordnung. Die Räumlichkeiten sind nicht urgemütlich, aber für ein Abendessen völlig ausreichend. Sauberkeit Alles in Ordnung.",,0,0,0
11,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Holger Und Elke H.,3.0,No,Hamburg,2,185,1,11.8.2017,"Ein Geocaching Event hat uns nach Kiel verschlagen. Als Bierfreund haben wir uns verständlicherweise die urige Kieler Brauerei ausgesucht. Ein großes verwinkeltes Restaurant mit Gewölbe und alles was das Ambiente gemütlich macht. Hier wird seit 25 Jahren gebraut und gebraten. Leider muss man nicht genau hinschauen um zu sehen, hier wurde weder renoviert, investiert noch grundgereinigt. Das Interieur ist abgeschrammt, die dunklen Wände haben weiße Flecken und die Absaugturbine macht Geräusche wie ein LKW bei 90 Kmh. Absaugen tut sie trotzdem nicht, überall riecht es gewaltig nach Essen! Die Absauggitter an der Decke bitte nicht vor dem Essen anschauen...Immerhin die Braukessel wirken gepflegt. Das Bier ist trinkbar, trifft aber nicht wirklich unseren Geschmack. Die Mädels im Service sind locker drauf und flink. Zum Essen: unsere Gazpacho vorweg war sehr gut geraten. Der Matjes mit Hausfrauensoße und Ofenkartoffel und unser Flammkuchen war in Ordnung. Fazit: die Einrichtung ist gemütlich, aber hier muss Geld in die Hand genommen werden. Bier und Essen ist Okay, aber es ist noch ordentlich Luft nach oben. Die Abluft muss dringend erneuert werden!",Mehr als 3 Sterne sind nicht drin.,2,0,0
12,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,RK User (kuwi…),3.0,No,"Kiel, Schleswig-Holstein",20,73,0,30.9.2009,"Unser kurzer Besuch im kleinen Seehund hat uns leider nicht überzeugt. Der Service war nett und flott, aber es war auch nichts los im Garten vor dem Restaurant. Die Karte ist übersichtlich- aber nicht überzeugend koreanisch- wo ist das individuelle? Wir bestellten unser Essen welches schnell zubereitet wurde und recht schmackhaft war- aber irgendwie so wie bei jeden Chinesen- kein highlight, nichts überzeugendes.",,0,0,0
13,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Christoph G.,4.0,No,"Baltimore, Vereinigte Staaten",0,8,0,6.7.2019,,,0,0,0
14,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Alisa D.,5.0,No,Hamburg,0,66,0,,,,1,0,0
15,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Werner K.,2.0,No,"Bad Bentheim, Niedersachsen",0,10,0,,"Das Ambiente muss man mögen - düster, gedrungen - wir waren schick angezogen und haben da mal so gar nicht reingepasst. Mit einem Kegelclub oder so mag das besser sein. Die Bedienung war maximal durchschnittlich, nicht besonders freundlich, nicht besonders aufmerksam (keine Nachfrage nach weiteren Getränken, zum Zahlen musste man lange warten, bis man mal jemanden heranwinken konnte. Die Preise sind für das Gebotene deutlich zu hoch. Wir werden nicht wieder hingehen.",,1,1,0
16,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Qype User (wolken…),5.0,No,"Kiel, Schleswig-Holstein",0,2,0,,"Mittagstisch gibt es hier zu unglaublich günstigen Preisen. Ente, Steakfleisch, Huhn, Scampi,vegetarisch alles leicht mit Gemüse und Reis und leckerer Soße.  Abends ist es etwas teurer, aber alles ist stets frisch. Ich habe einmal in dem Pagoda gegessen. Qualitätsunterschiede wie Tag und Nacht. Bei Herrn Li ist alles frisch und er nimmt wirlich Super Qualität . Fleisch und Gemüse 1a.  Ganz toll ist es am Wochenende wenn Herr Li ein Büfett anbietet, da muss man sich rechtzeitig anmelden. Da gibt es Sushi, Scampi, Steak,Huhn, reis, Dips..eine Augenweide. Hoffe das Herr und Frau Li noch viele Jahre ihr Restaurant betreiben.  Für mich ist es ein Geheimtipp in Kiel, charismatisch, hier ist der Gast ein König. Hat man ein paar Mal dort gegessen, dann ist man schon Stammgast. Frau Li hat ein tolles Gedächtnis und man wird freundlich mit Namen begrüßt. Herzlich und persönlich, dazu ist das Lokal klein und überschaulich. Man sitzt nicht auf dem Präsentierteller wie im Pagoda. Leise Hintergrundsmusik und dann das tolle Essen. Wer dort einmal gegessen hat, der kommt auch immer wieder. Erwähnenswert sind noch die schönen Kunsthandwerke/Bilder an den Wänden. Das Restaurant hat Stil. Dieses Jahr feier ich wieder meinen Geburtstag dort. Herr Li stellt in einem persönlichen Gespräch ein mehrere Gänge Menü zusammen, wo hat man so etwas . Durchaus für Geschäftsessen und besondere Feiern geeignet. Man kann individuelle Gerichte bestellen.  Unbedingt den Ingwertee probieren  Und im Sommer kann man herrlich draußen sitzen. Darauf freu ich mich schon.",,1,0,0
17,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Lars P.,3.0,No,"Usingen, Hessen",4,101,1,29.9.2015,"Bier sehr lecker.... hatte dazu ein Meetbrot, das war nicht besonders gut. Die Einrichtung ist wirklich urig und das nächste mal probiert ich den Schweinebraten, den der sah sehr gut aus. Naja auf ein besseres nächstes mal.",Eingang des Bauhaus.,0,0,0
18,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Lindra H.,2.0,No,"Windeby, Schleswig-Holstein",0,35,0,26.4.2017,"Diesmal waren wir aber sehr enttäuscht.  Die zwei Schnitzel waren lecker.  Aber es hab nur ganz wenig Jägersoße, die süsslich schmeckte.  Wir baten um mehr Soße, und bekamen ein Metallkännchen mit ein wenig Soße. Es reichte nicht mal für eine Portion. Die Bratkartoffeln waren trocken, fast verbrannt und ungenießbar. Zudem mussten wir uns die ganze Zeit die Probleme der einen Bediensteten anhören, die immer hinter ihrem Kolleginnen her lief. Denen war es sichtlich unangenehm. Wir werden uns wohl ein neues Restaurant suchen müssen. ..",,1,0,0
19,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Torsten M.,4.0,No,"Kiel, Schleswig-Holstein",1,139,1,4.10.2013,"Immer wieder ein schönes Restaurant um Freunde zu treffen. Der hintere Gastraum ist zwar sehr laut, wenn es voll ist, aber das Bier ist lecker. Wenn man es ruhiger mag setzt man sich einfach in der Nähe des Eingangsbereiches. Ist auch eine gute Stelle um Leute zu beobachten ;-).",Essen ist herzhaft und für ein Brauhaus typisch. Preise sind günstig und angemessen.,0,0,0
20,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Markus L.,5.0,No,"Hannover, Niedersachsen",2,15,0,29.5.2015, Interessanter Name für ein Koreanisches Restaurant :-),,0,0,0
21,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Tobi D.,3.0,No,"Kiel, Schleswig-Holstein",7,15,3,15.2.2017,"Da wir quasi direkt um die Ecke wohnen, haben wir gestern mal dieses unscheinbar wirkende Restaurant aufgesucht. Um 18 Uhr war es bis auf einen Tisch komplett leer. Hingesetzt, Karte bekommen. Das Ambiente ist....nunja. Lichterketten, kalte Fliesen und kitschige Koreanische Musik....es ist kein Ort wo ich länger bleiben muss als nötig. Ich bestelle eine Spezi, Madame ein Wasser. Schnell kamen die Getränke, die Spezi leider mit wenig Kohlensäure und ohne Eis. Dann bestellten wir 2 mal die Brühe aus Rindermarksknoche, einmal die Ente des Hauses mit Gemüse, Reis und Sojasauce und Rinderstreifen mit Gemüse und Reisbandnudeln. Die Brühe kam schnell und heiß,  knackiges Gemüse und sehr guter, pikanter Geschmack. Während meine Begleitung noch ihre Suppe aß, fragte der Kellner und sehr brüchigem Deutsch ob die Hauptgänge schon kommen könnten. Etwas überrumpelt bejahten wir das. Dementsprechend schnell kam der Hauptgang. Meine Ente war knusprig und heiß, das Essen meiner Begleitung leider nur lauwarm. Vermutlich zu früh gemacht,  darum die Frage ob es schnell weiter gehen kann. Da meine Herzensdame leider sehr hungrig und ungeduldig war aß sie dennoch auf. Geschmacklich war das beides ziemlich gut, typisch Deutsch-asiatisch.","Nach dem Essen sofort die Rechnung bestellt, mit EC Karte- geht leider nicht. Also durften wir noch zur Bank laufen.  Fazit: Wer vernünftig und schnell in einer kalten Umgebung für einen vernünftigen Preis essen will, ist hier gut aufgehoben. Ansonsten rate ich eher ab. Das Essen kann die Atmosphäre und den schlechten Service  ( der Kellner war alleine und rannte zwischendurch durch das Restaurant- für mich ein No-Go) einfach nicht kompensieren. Schade",0,0,0
22,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Susann N.,3.0,No,"Magdeburg, Sachsen-Anhalt",1,28,1,23.5.2018,,"Essen schmeckt. Bedienung freundlich. Portion reichlich. Hatte mir unter dem Namen eigentlich ein Fischrestaurant vorgestellt, aber wurde auch mit der Alternative nicht enttäuscht. Bis auf die Schnelligkeit der Bedienung. War ein wenig am Verdursten.",0,0,0
23,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Mike B.,2.0,No,"Ravensberg - Brunswik - Düsternbrook, Kiel, Schleswig-Holstein",0,1,0,,,,0,0,0
24,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Susan D.,4.0,Yes,Hamburg,288,1795,1,30.6.2021,,"1 Foto Die Kieler Brauerei wurde mir von meinem Hotel empfohlen. Tatsächlich waren abends auch immer alle Tische im Außenbereich belegt und ich konnte hier und da im Vorbeigehen auf die Teller schauen weshalb ich mich entschloss am letzten Abend meine Henkersmahlzeit vor Ort einzunehmen. Die Karte liest sich klassisch, Hausmannskost und norddeutsche Gerichte. Ich entschied mich für ein hausgebrautes Kieler Bier das frisch und leicht karamellig schmeckte und bernsteinfarben daher kam. Die Matjesbrotzeit mit Schwarzbrot, Apfel, Zwiebel und Salatbeilage war ausreichend, auch wenn ich mir 2 statt 1 halben Matjes gewünscht hätte. Als Absacker probierte ich eine Kieler Sprotte hinter der sich ein Aquavit verbarg. Angenehmer Service, faire Preise. Alles in allem hab ich hier lediglich 12,00€ inklusive Trinkgeld bezahlt.",3,1,2
25,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Christoph D.,5.0,No,"Ehningen, Baden-Württemberg",0,8,0,13.8.2016,,,0,0,0
26,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Josephin H.,5.0,No,"Bezirk Pankow, Berlin",0,18,2,9.10.2020,"Wir waren in der Altstadt Kiels unterwegs und gingen zum Essen letztendlich hierher, weil uns die Speisekarte recht sympathisch war. Ich hatte ein Schnitzel Wiener Art mit Pommes (normalerweise mit Bratkartoffeln, aber den Extrawunsch haben sie gern erfüllt), meine Mutter hatte Putensteak mit Gemüse und Schupfnudeln in einer Tomatensauce. Das Essen war sehr lecker. Die Pommes waren selbst gemacht. Der Service war auch sehr gut!",Schnitzel Wiener Art mit Pommes und Krautsalat Putensteak mit Schupfnudeln und Gemüse in Tomatensauce,0,0,0
27,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Annika S.,4.0,No,"Rendsburg, Schleswig-Holstein",2,279,0,14.10.2009," Auch wenn man das bei dem Namen nicht erwarten würde ist es ein koreanisch Restaurant. Das Restaurant ist gemütlich eingerichtet und die Kellnerin begrüßte uns freundlich.  Die Speisekarte ist recht überschaubar und preislich ist es nicht ganz günstig hier.  Ich entschied mich für knusprige Ente mit Kartoffelrösti und Rotkohl, wobei ich den Rotkohl weg lies.  Auf das Essen haben wir gut ne halbe Stunde gewartet und dann kam es endlich ;) Die Ente war sehr lecker und frisch zubereitet. Der Kartoffelrösti dagegen kam leider aus dem TK-Fach :( Die anderen Gerichte waren auch alle sehr reichhaltig und schön angerichtet. Geschmacklich waren diese auch besser als mein Gericht.  Das Restaurant ist einen Besuch wert, denn die Kellnerin ist total lieb und bemüht das es einem hier gefällt, das Essen schmeckt gut und das meiste ist auch frisch zubereitet.",,0,0,0
28,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Patrick M.,3.0,No,"Köln, Nordrhein-Westfalen",0,26,0,,,,0,0,0
29,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,RK User (kuwi…),3.0,No,"Kiel, Schleswig-Holstein",20,73,0,30.9.2009,"Unser kurzer Besuch im kleinen Seehund hat uns leider nicht überzeugt. Der Service war nett und flott, aber es war auch nichts los im Garten vor dem Restaurant. Die Karte ist übersichtlich- aber nicht überzeugend koreanisch- wo ist das individuelle? Wir bestellten unser Essen welches schnell zubereitet wurde und recht schmackhaft war- aber irgendwie so wie bei jeden Chinesen- kein highlight, nichts überzeugendes.",,0,0,0
30,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Carsten G.,4.0,No,"Rehfelde, Brandenburg",7,22,2,10.5.2016,Mitten in der Kieler Innenstadt. Deftiges Essen zu ordentlichen Preisen. Das Personal ist auch bei vollem Laden sehr freundlich und flott. Aber das beste ist das Kieler Bier. Das ist echt lecker.,Deftig und wirklich gut Gewölbe macht es echt gemütlich.,3,0,1
31,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Alisa D.,5.0,No,Hamburg,0,66,0,,,,1,0,0
32,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Holger Und Elke H.,3.0,No,Hamburg,2,185,1,11.8.2017,"Ein Geocaching Event hat uns nach Kiel verschlagen. Als Bierfreund haben wir uns verständlicherweise die urige Kieler Brauerei ausgesucht. Ein großes verwinkeltes Restaurant mit Gewölbe und alles was das Ambiente gemütlich macht. Hier wird seit 25 Jahren gebraut und gebraten. Leider muss man nicht genau hinschauen um zu sehen, hier wurde weder renoviert, investiert noch grundgereinigt. Das Interieur ist abgeschrammt, die dunklen Wände haben weiße Flecken und die Absaugturbine macht Geräusche wie ein LKW bei 90 Kmh. Absaugen tut sie trotzdem nicht, überall riecht es gewaltig nach Essen! Die Absauggitter an der Decke bitte nicht vor dem Essen anschauen...Immerhin die Braukessel wirken gepflegt. Das Bier ist trinkbar, trifft aber nicht wirklich unseren Geschmack. Die Mädels im Service sind locker drauf und flink. Zum Essen: unsere Gazpacho vorweg war sehr gut geraten. Der Matjes mit Hausfrauensoße und Ofenkartoffel und unser Flammkuchen war in Ordnung. Fazit: die Einrichtung ist gemütlich, aber hier muss Geld in die Hand genommen werden. Bier und Essen ist Okay, aber es ist noch ordentlich Luft nach oben. Die Abluft muss dringend erneuert werden!",Mehr als 3 Sterne sind nicht drin.,2,0,0
33,Restaurant Kleiner Seehund,https://www.yelp.de/biz/restaurant-kleiner-seehund-kiel,4.0,Qype User (wolken…),5.0,No,"Kiel, Schleswig-Holstein",0,2,0,,"Mittagstisch gibt es hier zu unglaublich günstigen Preisen. Ente, Steakfleisch, Huhn, Scampi,vegetarisch alles leicht mit Gemüse und Reis und leckerer Soße.  Abends ist es etwas teurer, aber alles ist stets frisch. Ich habe einmal in dem Pagoda gegessen. Qualitätsunterschiede wie Tag und Nacht. Bei Herrn Li ist alles frisch und er nimmt wirlich Super Qualität . Fleisch und Gemüse 1a.  Ganz toll ist es am Wochenende wenn Herr Li ein Büfett anbietet, da muss man sich rechtzeitig anmelden. Da gibt es Sushi, Scampi, Steak,Huhn, reis, Dips..eine Augenweide. Hoffe das Herr und Frau Li noch viele Jahre ihr Restaurant betreiben.  Für mich ist es ein Geheimtipp in Kiel, charismatisch, hier ist der Gast ein König. Hat man ein paar Mal dort gegessen, dann ist man schon Stammgast. Frau Li hat ein tolles Gedächtnis und man wird freundlich mit Namen begrüßt. Herzlich und persönlich, dazu ist das Lokal klein und überschaulich. Man sitzt nicht auf dem Präsentierteller wie im Pagoda. Leise Hintergrundsmusik und dann das tolle Essen. Wer dort einmal gegessen hat, der kommt auch immer wieder. Erwähnenswert sind noch die schönen Kunsthandwerke/Bilder an den Wänden. Das Restaurant hat Stil. Dieses Jahr feier ich wieder meinen Geburtstag dort. Herr Li stellt in einem persönlichen Gespräch ein mehrere Gänge Menü zusammen, wo hat man so etwas . Durchaus für Geschäftsessen und besondere Feiern geeignet. Man kann individuelle Gerichte bestellen.  Unbedingt den Ingwertee probieren  Und im Sommer kann man herrlich draußen sitzen. Darauf freu ich mich schon.",,1,0,0
34,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Christoph G.,4.0,No,"Baltimore, Vereinigte Staaten",0,8,0,6.7.2019,,,0,0,0
35,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Werner K.,2.0,No,"Bad Bentheim, Niedersachsen",0,10,0,,"Das Ambiente muss man mögen - düster, gedrungen - wir waren schick angezogen und haben da mal so gar nicht reingepasst. Mit einem Kegelclub oder so mag das besser sein. Die Bedienung war maximal durchschnittlich, nicht besonders freundlich, nicht besonders aufmerksam (keine Nachfrage nach weiteren Getränken, zum Zahlen musste man lange warten, bis man mal jemanden heranwinken konnte. Die Preise sind für das Gebotene deutlich zu hoch. Wir werden nicht wieder hingehen.",,1,1,0
36,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Lars P.,3.0,No,"Usingen, Hessen",4,101,1,29.9.2015,"Bier sehr lecker.... hatte dazu ein Meetbrot, das war nicht besonders gut. Die Einrichtung ist wirklich urig und das nächste mal probiert ich den Schweinebraten, den der sah sehr gut aus. Naja auf ein besseres nächstes mal.",Eingang des Bauhaus.,0,0,0
37,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Lindra H.,2.0,No,"Windeby, Schleswig-Holstein",0,35,0,26.4.2017,"Diesmal waren wir aber sehr enttäuscht.  Die zwei Schnitzel waren lecker.  Aber es hab nur ganz wenig Jägersoße, die süsslich schmeckte.  Wir baten um mehr Soße, und bekamen ein Metallkännchen mit ein wenig Soße. Es reichte nicht mal für eine Portion. Die Bratkartoffeln waren trocken, fast verbrannt und ungenießbar. Zudem mussten wir uns die ganze Zeit die Probleme der einen Bediensteten anhören, die immer hinter ihrem Kolleginnen her lief. Denen war es sichtlich unangenehm. Wir werden uns wohl ein neues Restaurant suchen müssen. ..",,1,0,0
38,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Torsten M.,4.0,No,"Kiel, Schleswig-Holstein",1,139,1,4.10.2013,"Immer wieder ein schönes Restaurant um Freunde zu treffen. Der hintere Gastraum ist zwar sehr laut, wenn es voll ist, aber das Bier ist lecker. Wenn man es ruhiger mag setzt man sich einfach in der Nähe des Eingangsbereiches. Ist auch eine gute Stelle um Leute zu beobachten ;-).",Essen ist herzhaft und für ein Brauhaus typisch. Preise sind günstig und angemessen.,0,0,0
39,Goldwasser,https://www.yelp.de/biz/goldwasser-kiel,5.0,,,,,,,,,,,,,
40,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Susan D.,4.0,Yes,Hamburg,288,1795,1,30.6.2021,,"1 Foto Die Kieler Brauerei wurde mir von meinem Hotel empfohlen. Tatsächlich waren abends auch immer alle Tische im Außenbereich belegt und ich konnte hier und da im Vorbeigehen auf die Teller schauen weshalb ich mich entschloss am letzten Abend meine Henkersmahlzeit vor Ort einzunehmen. Die Karte liest sich klassisch, Hausmannskost und norddeutsche Gerichte. Ich entschied mich für ein hausgebrautes Kieler Bier das frisch und leicht karamellig schmeckte und bernsteinfarben daher kam. Die Matjesbrotzeit mit Schwarzbrot, Apfel, Zwiebel und Salatbeilage war ausreichend, auch wenn ich mir 2 statt 1 halben Matjes gewünscht hätte. Als Absacker probierte ich eine Kieler Sprotte hinter der sich ein Aquavit verbarg. Angenehmer Service, faire Preise. Alles in allem hab ich hier lediglich 12,00€ inklusive Trinkgeld bezahlt.",3,1,2
41,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Josephin H.,5.0,No,"Bezirk Pankow, Berlin",0,18,2,9.10.2020,"Wir waren in der Altstadt Kiels unterwegs und gingen zum Essen letztendlich hierher, weil uns die Speisekarte recht sympathisch war. Ich hatte ein Schnitzel Wiener Art mit Pommes (normalerweise mit Bratkartoffeln, aber den Extrawunsch haben sie gern erfüllt), meine Mutter hatte Putensteak mit Gemüse und Schupfnudeln in einer Tomatensauce. Das Essen war sehr lecker. Die Pommes waren selbst gemacht. Der Service war auch sehr gut!",Schnitzel Wiener Art mit Pommes und Krautsalat Putensteak mit Schupfnudeln und Gemüse in Tomatensauce,0,0,0
42,Kieler Brauerei,https://www.yelp.de/biz/kieler-brauerei-kiel,3.0,Patrick M.,3.0,No,"Köln, Nordrhein-Westfalen",0,26,0,,,,0,0,0
