,Name,href,Rating,Name_reviewer,Rating_reviewer,Elite,Ort_reviewer,Friends_count,Reviews_count,Pictures_count,Date,Comment,Names_pictures,Hilfreich,Lustig,Cool
10,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Chloé G.,2.0,No,"Guy Moquet/Saint Ouen, Paris",0,3,0,,"Et puis j'ai vu tout ca se dégrader, c'est devenu un lieu très à la mode, un lieu à potes, avec des jeunes mannequins, des jeunes Actrices/Acteurs, en soit rien de mal, sauf quand vous êtes de quelqu'un de lambda et simple comme moi avec 3/4kg en trop, tout le monde vous regarde comme un éléphant dans un magasin de porcelaine. Et puis il y a une coach C. qui est devenue pire au fils des années, elle a une notoriété grandissante, elle est devenu froide, pas sympa, prétentieuse. Enfaite si c'est pas votre pote, elle s'en fiche de vous total, elle est extrêmement désagréable. Ce lieu est cool si vous êtes une grande brindille d'1m80 / 50kg tout mouillé, et que ce sont vos copines qui y bossent. Enfaite, il faut vraiment bien choisir son coach. D'ailleurs, les coachs filles (principalement) sont de plus en plus maigres, on arrive même pas à voir leurs muscles, la seule chose que l'on voit, ce sont leurs côtes, c'est vraiment très moyens, ce n'est pas l'image que je me fais du coach sportif, mais ce n'en sont pas vraiment, ce sont juste des gens tendances, éphémères... ""Ils se la pètent grave"" et c'est vraiment très désagréable.",,7,3,0
11,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Nicolas D.,3.0,No,Paris,2,291,1,,"Vous en reviez, le Clay l'a fait! Le plus chic club de sports de la capitale programme des soirées sport et champagne, histoire de suer à grosses gouttes.  Le mardi, accès au club pendant 2 heures suivi d'un diner au champagne bien sûr au Depur situé au rez-de-chaussée. Pour conclure, direction rue Montorgueil à deux pas. ",Le prix 90 euros tout de même mais c'est unique!,1,1,1
12,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Alex H.,5.0,No,Paris,0,2,0,,"Le repas fut excellent, entrez et profitez de cet instant magique.",,1,1,0
13,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Mahawa K.,3.0,No,Paris,46,219,0,," La salle se trouve à deux pas du métro et c'est très pratique. Dès l'arrivée on vous confie une paire de chaussures clipsables sur les vélos et une bouteille d'eau. Les vestiaires sont immaculés et vous pouvez ranger vos affaires dans les casiers.  Le cours commence en douceur et la coach explique régulièrement les différentes postures à adopter pour optimiser la pratique. Elle parcourt la salle pour nous encourager, nous corriger dans les postures. Elle est très dynamique, mais également très sensible sur le développement personnel. Elle détourne notre esprit de l'effort en nous poussant à réfléchir sur la vision que nous avons de nous-même. Je dois avouer avoir été surprise et un peu déstabilisée, mais cela n'a pas eu d'impact sur ma pratique.  Au final, je dirais que le cours est sympathique et on travaille très bien le corps dans sa totalité. Même si je ne suis pas très sensible au côté introspectif, je pense qu'il ne faut pas hésiter à essayer les cours de plusieurs coachs pour choisir celui qui vous correspond le mieux. Quarante-cinq minutes de cours, c'est très pratique à insérer dans son emploi du temps que ce soit tôt le matin, à la pause déjeuner ou le soir.  Ensuite, tout est fourni pour que vous puissiez enchaîner sur votre après-midi comme si de rien n'était. Des douches individuelles, des serviettes et tout ce qu'il vous faudra pour ressortir fraîche comme la rosée.  Personnellement, en voyant les tarifs qui sont tout de même conséquents (30€/ session et ensuite des tarifs dégressifs), je verrais cela plutôt comme un complément à une pratique sportive.",,3,0,0
14,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Joe D.,4.0,No,"New York, États-Unis",7,94,0,," Il y a trois défauts principaux : 1/ il y a trop de monde à certaine heures 2/ Il manque un certain confort dans les vestiaires.  Certains produits sont standards dans les gyms américains du même type : rasoirs jetables, après shampoing, bain de bouches, coton tiges, lotion hydratante.... 3/ La musique est très très vulgaire, et choisie sans goût du style radio FG. C'est assez triste.",,20,1,2
15,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Fred B.,3.0,No,Paris,37,63,0,,"Donc renseignez vous avant de faire votre choix  Autre point important, pensez à rentrer dans la salle dès que les portes s'ouvrent car cela vous donne le temps de vous échauffer,  car après une fois que c'est parti c'est mené à un train d'enfer. Les indications sont données par le coach qui a un micro mais avec la musique ce n'est pas toujours compréhensible...il m a fallu 30 minutes pour vraiment apprécier la séance et rentrer dans l'ambiance. Je suis sportive donc j'ai fait attention selon les mouvements car il n'y a pas de conseils particuliers prodigués...  propreté irréprochable de la salle et des vestiaires avec mise à disposition de serviettes, gels douches, shampoing, eaux micellaires, etc. bref vous êtes comme chez vous avec de bons produits.  Après tout dépend de la façon de faire du sport...c'est assez violent comme tempo mais cela défoule. Il faut être capable de connaître ses limites.",,4,0,1
16,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Alexandre A.,4.0,No,Paris,2,75,0,,"Quand on entend "" salle de sport "" il ne faut pas se limiter aux équipements pour soulever de la fonte : le Klay offre de nombreux cours d'activités physiques, de la danse aux sports de combat et comprend également une piscine (superbe !). Non seulement l'établissement en lui-même vaut le détour (c'est grand, c'est beau, c'est classe !), mais en plus les services proposés et l'accueil sont de qualité. Bon, il faut y mettre le prix (environ 1.500 € à l'année, moitié moins que son aîné près de la Maison de la Radio, mais ça donne une idée de la clientèle que l'on y rencontre), mais si l'on a les moyens ça vaut vraiment le coup et ça change des chaînes à l'accueil un peu impersonnel ou aux équipements vétustes.  De plus, la cour a été soigneusement aménagée en terrasse grâce à l'enseigne DEPUR (émanation de Drôle d'Endroit Pour Une Rencontre, que l'on peut retrouver aussi rue Montorgueil). On peut donc s'y poser pour une boisson fraîche, un plat ou un brunch. Le fait qu'il s'agisse d'une cour apporte un calme appréciable en sortie de piscine - il faut juste faire attention à ne pas tomber dans les bras de Morphée.",,1,2,7
17,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Katia B.,4.0,No,Paris,143,252,0,,"Je suis dans ma période test, en pause de course à pied...donc je décide, grâce a un tchat ou Fanny B parlait de cette salle, de tester ce nouveau co droit by Lucie Woodward! Je connais bien cette sportive américaine qui fait des cours sur internet, très utile quand on fait du sport de chez soi!!! Bon alors, j ai testé avec Clothide Chaumet, célèbre professeur de Yoga ! Avec Lucille tout était pris ! Bon j arrive, le premier cours d essai est gratuit et après si on veut réserver un cours on acheté des crédits! Une séance a l'unité c est 30€ pour 45 minutes de cours.  La salle est située près du métro quatre septembre, rue st augustin ou il y a pleins de bons resto mais pas que hihihi La salle est toute neuve donc très propre et on vous accueille en nombre a l entrée et on vous indique ou se changer et ou mettre ses affaires .... C est hyper beau, les douches sont nickel, des vrais sèches cheveux et des serviettes ! Le luxe et on met nos affaires dans un casier. ! On nous donne des chaussures bizarroïdes, sortent de chaussures de bowling lol On attend dans le couloir, et ça va c est pas trop la cohue! On arrive dans une salle petite et juste éclairée par des bougies, on nous dit comment s installer et comment utiliser les vélos... On a aussi des altères ! La musique démarre sur un rythme qui motive et Clothilde est au top pour nous motiver ! Franchement c est un vrai défouloir et je vois pas du tout passer les 45 minutes ...la dernière musique est notre moment, on fait ce qu on veut et c est un vrai moment pour soi qui fait du bien!!! J y retournerais sûrement après c est un petit budget quand même mais de temps en temps il faut ds faire plaisir !!",,3,0,1
18,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Membre Qype (laure9…),1.0,No,"Neuilly-sur-Seine, Hauts-de-Seine",0,9,0,,,,1,0,0
19,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Morgane P.,5.0,No,"Pacé, Ille-et-Vilaine",5,14,0,,,,0,0,0
20,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Evane H.,3.0,No,Paris,32,463,0,,"Klay c'est le nouveau club de sport qui a ouvert ses portes dans le quartier Montorgueil où l'on peut bruncher sainement grâce au concept DEPUR (Drôle d'endroit pour une rencontre). Des cocktails de fruits pour se booster, des plats équilibrés pour les sportifs et une ambiance très cosy en plein milieu de ce club de sport très chic. Côté décor, une  ancienne imprimerie. Au sous-sol, une piscine sous des voûtes, assez impressionnant ! Un équipement au top, des cours de boxe, de fitness...  Seul hic, le prix de l'abonnement 1500 euros l'abonnement annuel !",,2,0,1
21,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Membre Qype (mon_ve…),5.0,No,Paris,33,20,1,,Magnifique salle sur trois étages mêlant briques acier et verrière. Matériel de qualité bien entretenu Accueil très chaleureux dès 7 heures du matin. Coach toujours présent et disponible,Piscine lagon dans la cave voutée,0,0,1
22,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Florent G.,5.0,Yes,Paris,27,248,3,,,"Publié le 08/07/2019 3 photos Le club chic et moderne de Paris. Propreté impeccable, des appareils au top, des coach's et cours parfait. Réservé à une élite vs le prix de 2000e par an. Mais à ce peux c est classe avec piscine dans cave voûtée, Spa jaccuzi et hammam, serviette, produits de douche sublimes. Bref the place to be pour les sportifs aises Date de l'expérience : juillet 2019",0,0,0
23,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Alex M.,5.0,Yes,Paris,203,449,0,," Les locaux sont d'une propreté irréprochable, on vous fournit serviettes, gums, élastiques pour les cheveux, gel douche, shampooing et après shampooing (de la marque cowshed !), coton tiges, eaux micellaires, disque démaquillant et une bouteille d'eau bien fraîche pour votre premier cours ! L'équipe est jeune, souriante, aux petits soins. Le cours du samedi matin avec Clothilde était super, ambiance un peu tamisé, musique à fond. Elle est très dynamique et passe entre les rangées pour voir chaque personne. Elle s'adressait à la salle en tant que ""Dynamo"", ce qui est assez original, je ne m'y attendais pas. Ca peut froler le ridicule parfois mais on reste dans la bonne humeur ""Regardez cette lumière, c'est toi dynamo qui brille"" (en actionnant son briquet).  C'est vraiment intense (surtout pour quelqu'un qui ne fait pas de cardio) mais ça donne vraiment envie de faire du sport plus souvent. ",Les prix sont élevés certes mais la première séance est gratuite et sans engagement. C'est vraiment le bon plan.,1,0,0
24,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Romain D.,4.0,No,Paris,1,33,2,,"J'adore mon club de sport ! En plein Paris sous une verrière sur 5 niveaux! Matériel dernière cri, piscine en sous sol, hamam et sauna, tout pour vous plaire.",Une équipe entretien toute la journée les espaces du club pour garantir la maille ire hygiène qui soit . Piscine,3,0,0
25,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Bastide R.,1.0,No,"Barbès/Goutte d'Or, Paris",0,3,0,,Bref un club qui se veut cool mais qui impose un prix et un ambiance terribles !!!,,11,4,1
26,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Aurélie T.,5.0,Yes,Lyon,345,1614,5,,"Bon, un avis à (très x 150000) chaud sur le Dynamo Cycling, la discipline hyper tendance de la capitale, by la superbe et génialissime Lucile Woodward. Des cours intenses, une armée de profs au top niveau, des locaux juste merveilleux.... Bref, vive le Dynamo!  J'ai tellement aimé ... Je voudrais que ça soit ma salle de sport de toute la vie et avoir Clothilde Chaumet (herself pour le cours que j'ai fait) comme coach tous les jours. Elle est tellement géniale (et siiii parfaite!). Faire un cours de dynamo, c'est un spectacle: on est en rythme, on s'arrête pas, on danse, on fait des pompes... Sur un vélo. Oui, J'AI FAIT DES POMPES SUR UN VÉLO. Ça m'a même pas fait peur (enfin un peu, surtout au début en fait quand Clothilde crie ""ON DESCENDS EN TRIIIIICEEEEPS SUR LE VELOOOO) (????? Sur le velooooo???).  Quand on prend les haltères sur les vélos c'est cool aussi. Et aussi quand on danse sur vélo, quand on gaine et quand on tourne la molette à droite pour avoir de la résistance (c'est marrant, mais on a peu tourné à gauche).  J'ai tellement sué comme un poney que j'ai l'impression à un moment que j'allais n'être que liquéfaction (mais en fait non, mon gras est toujours là :D). Mais bref, ça peut faire peur au début d'avoir les vélos si proches les uns des autres mais non, par ce qu'on ne bouge jamais et tous les mouvements sont bien étudiés pour pas avoir à toucher son voisin. Les chaussures bizarres peuvent aussi vous sembler étranges mais elles se clipsent sur le vélo, et vous maintiennent hyper stable. La musique est ouf, et la luminosité gérée par la coach est top (certains morceaux sont dans le noir, à la lueur de la bougie!).  C'est hyper bien organisé: douches nickel, vestiaires nickel, tout ABSOLUMENT TOUT à disposition sur place (gel douche, shampoing, soin, lait hydratant, coton, coton tige, deo) si bien que j'avais un sac de sport riquiqui :)))).  Tout se passe sur Internet: réservation en ligne, on achète des crédits, et on paie directement avec en ligne. Attention, bien réserver sa place au préalable, vous pouvez même choisir votre vélo.  Alors oui, passé la séance offerte, le cours est à 30€. Oui c'est cher. Mais croyez-moi, je reviendrai occasionnellement me défouler, et avec plaisir !  Dynamooooooooooo !  NB: pour les chaussures, n'hésitez pas à demander la taille au-dessus pour être vraiment à l'aise !",,5,4,4
27,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Nicolas D.,3.0,No,Paris,2,291,1,,"Vous en reviez, le Clay l'a fait! Le plus chic club de sports de la capitale programme des soirées sport et champagne, histoire de suer à grosses gouttes.  Le mardi, accès au club pendant 2 heures suivi d'un diner au champagne bien sûr au Depur situé au rez-de-chaussée. Pour conclure, direction rue Montorgueil à deux pas. ",Le prix 90 euros tout de même mais c'est unique!,1,1,1
28,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Vivienne M.,4.0,No,"Dublin, Irlande",137,116,1,,"Yes, bon delire ! Des cours genre rpm, ride and co j'en ai testés... et plein... La c'est un autre délire ! Le rythme est nettement plus soutenu, il y a des ""coré"" presque! On travaille le haut du corps aussi et les coachs ils te lachent pas! C'est dans le noir, ce qui aide pas mal à se concentrer sur son propre workout. Grosse musique pour accompagner tout ca en plus. Forcément, il y a des profs différents et on a tous plus d'affinités avec une facon ou une autre de gérer le cours. Le mieux donc c'est de tester 2 ou 3 cours et trouver le coach qui nous correspond. N'habitant pas à Paris j'ai pu tester que 2 cours je ne peux donc pas laisser de commentaires sur ""les résultats sur le long terme"" mais vu comment j'ai transpiré. ... ca devrait le faire!!!",On est venues rayonner!,0,0,0
29,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Paola G.,1.0,No,Paris,115,42,0,," Bref, je ne reviendrai jamais et je le déconseille fortement à cause de l'intolérance et le manque de professionnalisme du personnel. C'est dommage car les installations sont géniales mais payer 30€ pour me faire insulter, non merci.",,16,2,0
30,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Alex H.,5.0,No,Paris,0,2,0,,"Le repas fut excellent, entrez et profitez de cet instant magique.",,1,1,0
31,Dynamo Cycling,https://www.yelp.fr/biz/dynamo-cycling-paris,4.0,Chloé G.,2.0,No,"Guy Moquet/Saint Ouen, Paris",0,3,0,,"Et puis j'ai vu tout ca se dégrader, c'est devenu un lieu très à la mode, un lieu à potes, avec des jeunes mannequins, des jeunes Actrices/Acteurs, en soit rien de mal, sauf quand vous êtes de quelqu'un de lambda et simple comme moi avec 3/4kg en trop, tout le monde vous regarde comme un éléphant dans un magasin de porcelaine. Et puis il y a une coach C. qui est devenue pire au fils des années, elle a une notoriété grandissante, elle est devenu froide, pas sympa, prétentieuse. Enfaite si c'est pas votre pote, elle s'en fiche de vous total, elle est extrêmement désagréable. Ce lieu est cool si vous êtes une grande brindille d'1m80 / 50kg tout mouillé, et que ce sont vos copines qui y bossent. Enfaite, il faut vraiment bien choisir son coach. D'ailleurs, les coachs filles (principalement) sont de plus en plus maigres, on arrive même pas à voir leurs muscles, la seule chose que l'on voit, ce sont leurs côtes, c'est vraiment très moyens, ce n'est pas l'image que je me fais du coach sportif, mais ce n'en sont pas vraiment, ce sont juste des gens tendances, éphémères... ""Ils se la pètent grave"" et c'est vraiment très désagréable.",,7,3,0
32,Klay Club,https://www.yelp.fr/biz/klay-club-paris,3.0,Joe D.,4.0,No,"New York, États-Unis",7,94,0,," Il y a trois défauts principaux : 1/ il y a trop de monde à certaine heures 2/ Il manque un certain confort dans les vestiaires.  Certains produits sont standards dans les gyms américains du même type : rasoirs jetables, après shampoing, bain de bouches, coton tiges, lotion hydratante.... 3/ La musique est très très vulgaire, et choisie sans goût du style radio FG. C'est assez triste.",,20,1,2
