,Name,href,Rating,Name_reviewer,Rating_reviewer,Elite,Ort_reviewer,Friends_count,Reviews_count,Pictures_count,Date,Comment,Names_pictures,Hilfreich,Lustig,Cool
10,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Qype User (Mardia…),4.0,No,"Kiel, Schleswig-Holstein",2,64,1,18.7.2013,"Happy Hour Cocktail 3,90EUR täglich 17-19:30. Draußen in der Sonne am Alten Markt sitzen und einfach genießen und dabei einen Sex in the Beach mjam!","Ich bewerte nur die Lokation draußen, die Cocktails und den Service. Der Service war schnell, kompetent und freundlich.",0,0,0
11,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Chris K.,1.0,No,"Kronshagen, Schleswig-Holstein",0,3,0,,,,0,0,0
12,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Henning W.,2.0,No,"Kiel, Schleswig-Holstein",0,4,0,,"Ambiente Der obere Teil des Restaurants ist modern und stilvoll eingerichtet, wirkt jedoch etwas kühl. Im unteren Teil sitzt man deutlich gemütlicher. Im Außenbereich sind zahlreihe Sitzmöglickeiten, sodass man an warmen Tagen den Flair des Alten Markts bei einem Cocktail genießen kann.  Service Zu Beginn des Abends war der Service sehr gut. Die Karten wurden rasch gebracht und wenig später die Bestellungen aufgenommen. Das Personal war freundlich und zuvorkommend. Leider ließ die Qualität mit zunehmender Uhrzeit stark nach. Gegen 24 Uhr bereitete ein großer Teil des Serviceperonals das Frühstücksbuffet für den nächsten Tag vor. Leider standen deshalb viel zu wenige Kräfte für die Gäste zu Verfügung. Das Personal, welches mit dem Buffet beschäftigt war, ignorierte zuverlässig alle weiteren Gäste. Es wurde mehrfach signalisiert, dass eine weitere Bestellung aufgegeben werden möchte, was dem Service aber scheinbar egal war. Das Personal welches uns dann schließich bedient hat, hat seinen Unmut über die Bestellung deutlich zur Schau gestellt.  Küche  Bestellt wurde ein Pull Porked Burger und eine Ofenkartoffel mit Hähnchenfleisch. Beide Gerichte wurden schnell und zeitgleich geschickt, die Teller waren schön angerichtet.  Das Fleisch des Burgers wr von guter Qualtität. Auch das Brot hätte gut punkten können, wenn man es besser angeröstet hätte Leider fehlte es aber an Bissfestigkeit und durch den Fleischsaft wurde es noch zusätzlich aufgeweicht. Da Salattopping konnte nicht überzeugen, die Mayonaisegrundlage war schlecht gewürzt und der Rettich zu gering dosiert. Die Potatofries von der ´Süßkartoffel als Beilage waren gut portioniert. Geschmacklich waren sie in Ordnung, allerdings fehlte der Biss. Aufgrund der Konsistenz bestand bei mir der Verdacht, dass diese zuvor in der Bain Marie warm gehalten wurden.  Die Portionsgröße der  Ofenkartoffel war ideal, leider war jedoch das Hähnchen  sehr trocken.  Die Preisgestaltung war beim Burger ok, bei der Ofenkartoffel passte die Leistung aber nicht zum Preis.  Cocktails  Die Cocktailkarte ist sehr umfangreich und übersichtlich gestaltet. Preislich liegen die meisten alkholhaltigen Cocktails in einem Bereich von 7-9€, ein paar wenige Außnahmen liegen darüber. Geschmacklich konnten die Cocktails im Großen und Ganzen überzeugen, wobei meiner Meinung nach bei vielen der Preis nicht mit der Qualität der enthaltene Spirituosen in Einklang zu bringen ist. Teilweise konnte man den Alkohol überhaupt nicht herrausschmecken.  Fazit Leider konnte mich die gebotene Leistnug nicht überzeugen.Es gibt viele Cocktailbars in Kiel, die eine bessere Qualität bei gleichem Preisverhätnis liefern können. Auch die Qualität der Küche konnte mich leider nicht überzeugen. Hauptgrund für die negative Bewertung bleibt jedoch die Servicequalität. Wer längere Zeit dort sitzt, zu Abend isst  und ein paar Cocktails trinkt, landet schnell bei einem Rechnungsbetrag von 50€. Für diesen Betrag bekommt man in einer  gehobenen Cocktailbar einen sehr guten Servie und hochwertige Spirituosen geboten. Wer nicht gerade die Happy Hour nutzen möchte, sollte sich daher meiner Meinung nach, nach Alternativen umsehen.",,0,0,0
13,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Nina Z.,3.0,No,"Rieseby, Schleswig-Holstein",0,19,0,,"Getränke: Es gibt eine sehr umfassende Cocktailkarte, die sowohl für die Freunde des Alkoholischen als auch die Anti-Alkoholika eine sehr gute Auswahl parat hält. Preislich liegen die Cocktails mit knapp 8EUR bzw. 5,50EUR im Standardrahmen. In der Happy Hour (17-19 Uhr) gibt es sie noch mal ein gutes Stück günstiger. Wir hatten sowohl einen Cocktail ohne alkohol als auch einen mit und beiden waren sehr lecker (können es nicht bestätigen, dass hier mit dem Alkohol gespart wird....)  Essen: Zur Vorspeise haben wir uns für die Nachos mit Cheddarkäse entschieden. Die Portion war ordentlich und hat für zwei Nasen mehr als ausgereicht. Geschmacklich kann man hier wohl nicht viel Falsch machen, Nachotüte auf, Cheddardip drüber... Zur Hauptspeise hatten wir dann zwei Cheeseburger. Davon waren wir doch recht enttäuscht. Das Fleisch war weit über tot gebraten und dementsprechend trocken und der angepriesene Cheddarkäse entpuppte sich als geschmaklich fader 0815-Reibekäse (nicht mal eine richtige Scheibe Käse, nur ein paar kaum sichtbare Raspel.....). Der Haufen Pommes war stellenweise gar nicht gesalzen, dafür an derer Stelle dann wieder so salzig, dass sie kaum genießbar waren.  Service: Begrüßt wird man hier nicht, auch wenn weit und breit keine anderen Gäste zu sehen sind. Bei unserem Eintreten standen die Kellnerinnen an der Theke, haben sich angeregt unterhalten und uns geflissentlich ignoriert. Auch als wir dann einen Tisch hatten und unsere Bestellung aufgegeben haben, war von Freundlichkeit nicht viel zu spüren.  Fazit: Wenn, dann würden wir höchstens noch mal zur Happy Hour kommen, denn da sind die Cocktails ansprechend günstig und die Auswahl wie erwähnt sehr gut. Etwas essen werden wir hier jedoch mit Sicherheit nicht mehr, abgesehen vielleicht von ein bisschen Fingerfood zu den Drinks.",,1,0,0
14,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Michael J.,2.0,No,"Gettorf, Schleswig-Holstein",0,4,0,26.10.2014,,,0,0,0
15,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Sue J.,3.0,No,Hamburg,35,110,0,5.8.2007,"Als ich noch in Kiel wohnte war das Mangos fester bestandteil des Tages.  Es ist immer gerammelt voll dort und die Bedienungen rennen sich die Hacken wund. Was man auch an den Launen mancher Kellner merkt. Es ist jeden Tag anders. Je nachdem wen man erwischt.  Die Cocktails sind in Ordnung aber nicht grandios. Doch an vielen Tagen gibt es Happy Hours und ähnliches. Da ist das Mangos dann natürlich kaum schlagbar günstig.  Das Essen ist so Lala der Salat des öfteren verwelkt.  Es ist einfach der Laden in Kiel in dem die meisten Leute rumlaufen die sich besonders cool finden, zumindest im unteren Bereich. Auf der riesigen Terasse sind dann aber auch immer wieder ""Normalos"" anzutreffen.  Man geht halt hin, weil man dort viele Leute kennt. Aber in Kiel kennt sich sowieso jeder.",,0,0,0
16,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Daniela S.,3.0,No,"Kiel, Schleswig-Holstein",20,118,0,7.9.2008,"Die Raucher sassen draussen auf der Terrasse, wer in Ruhe essen wollte, sass oben und wer im halbdunkel zu sehr  gemischter Musik essen und trinken wollte, verzog sich in den hinteren Bereich. Die Karten kamen schnell, und man findet die übliche Mischung aus Tex-Mex und Burgern, die es in Kiel früher sehr viel gab.  Die Bestellung wurde fix aufgenommen. Leider mussten wir sehr lange warten, bis wir überhaupt mit Getränken versorgt wurden, und auch unser Essen ließ vergleichsweise lange auf sich warten. Wir konnten es schon unter der heißen Lampe sehen ..  Da unser Kellner sich aber immer fast im Laufschritt bewegte, lag es wohl eher an Arbeitsüberlastung als an Unfähigkeit/Unlust.  Das Steak war medium gebraten (leider wurde vorher nicht danach gefragt) und lecker, dazu gab es einen kleinen Salat, eine Backkartoffel und eine große Scheibe Knoblauchbrot, die allerdings eher nach einem überbackenen Käsetoast aussah.  Die vegatarischen Fajitas wurden in der Eisenpfanne gereicht, dazu geschnittene Fladen und ein nett angerichteter Teller mit Saucen, Käse etc. schöne Menge, sehr lecker.  Die Spare-Ribs in der Jumbo-Version wurden mit Potatoe Wedges und einer sehr großen Portion Cole Slaw gereicht. Leider waren nicht alle Rippchen mit der Marinade bedeckt, so dass einige nur nach purem Fleisch schmeckten. Ausserdem fehlte ein Erfrischungstuch o.ä.  Der Hamburger mit Bacon & Cheese war sehr groß und sehr schmackhaft und wurde mit Pommes (French Fries) serviert, die allerdings gern noch ein wenig länger hätten frittiert und etwas mehr hätten gewürzt sein können. Bei der Bestellung wurde auch hier nicht gefragt, welche Sorte Kartoffelbeilage man wolle und der in der Karte angegebene Ketchup kam ebenfalls nicht dazu.  Ein nachgeordertes Geträk kam schnell, genauso wie die Rechnung, nachdem wir bemerkt wurden.  Wir werden bestimmt wieder hingehen, uns aber auf eine längere Wartezeit einstellen.",,0,0,0
17,Mango’s,https://www.yelp.de/biz/mangos-kiel,3.0,Stefan W.,4.0,No,"Westoverledingen, Niedersachsen",0,56,2012,,"Bedienung Echt nüchtern norddeutsch, aber prompt und dezent. ... Ein wenig lockerer würde zum Laden besser passen... Das Essen Bestellte das Chicken mit Salat und Kartoffel Wedges (hatte umbestellt...normal wäre es die Bakes Potato gewesen) klappte reibungslos... Für 12€ okay. Das Ambiente Ein wenig verschachtelt bei stilvoller Dekoration - nichts außergewöhnliches, aber okay. Sauberkeit",,0,0,0
18,Kaskade,https://www.yelp.de/biz/kaskade-kiel,4.0,Qype User (henner…),5.0,No,"Kiel, Schleswig-Holstein",0,3,0,,"Gerade an den Wochenenden sollte man mal einen Blick riskieren, das freundliche und gelassene Thekenpersonal hat immer einen flotten Spruch übrig, ebenso wie der Wirt. Die Musik ist per Internet- Jukebox wählbar, so kommt der Klassik-,Schlager-, Pop-, und Metalfan auf seine Kosten. Die Kaskade ist nicht nur letzte Instanz sondern die beste Alternative, für alle die den Clubs und Diskos überdrüssig sind. Fazit: sauber, ehrlich, ein Kulturgut!",,0,0,1
19,Kaskade,https://www.yelp.de/biz/kaskade-kiel,4.0,Tuilin S.,3.0,No,"Felm, Schleswig-Holstein",0,66,0,, Muss man mal gesehen haben.,,0,1,0
20,Schaubude,https://www.yelp.de/biz/schaubude-kiel,4.0,Kai M.,5.0,No,"Kiel, Schleswig-Holstein",8,83,1,11.1.2013,,"Good drinks at fair prices, kind and qualified staff, great concerts and a lot of nice people to meet. A+",0,0,0
21,Schaubude,https://www.yelp.de/biz/schaubude-kiel,4.0,Daniela S.,4.0,No,"Kiel, Schleswig-Holstein",20,118,0,8.10.2008,"Schöner kleiner Laden in der Legienstrasse. Hier trifft man auf eher unbekannte Bands, die man hautnah erleben kann, nette Lesungen, Poetry-Slam und und und. Ein kleines aber feines Detail in der Kieler Kulturlandschaft.",,0,0,0
22,Schaubude,https://www.yelp.de/biz/schaubude-kiel,4.0,Milan L.,5.0,No,Hamburg,2,18,0,12.11.2012,,,0,0,0
23,Schaubude,https://www.yelp.de/biz/schaubude-kiel,4.0,Christian B.,4.0,No,"Kronshagen, Schleswig-Holstein",4,54,0,21.8.2012,,,0,0,0
24,Bier Bar Barkardi,https://www.yelp.de/biz/bier-bar-barkardi-kiel,,,,,,,,,,,,,,
25,Duck’s Inn,https://www.yelp.de/biz/ducks-inn-kiel,,,,,,,,,,,,,,
26,Moralist,https://www.yelp.de/biz/moralist-kiel,,,,,,,,,,,,,,
27,Köpi-Treff,https://www.yelp.de/biz/k%C3%B6pi-treff-kiel,,,,,,,,,,,,,,
28,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Qype User (afrika…),5.0,No,"Kiel, Schleswig-Holstein",0,19,0,,lernt man auch schnell neue Leute kennen.  Denn bei dem Leckeren Bieren gerade das Guiness  und natürlich die Whyski-Auswahl kommt keiner zu kurz  Na denn prost,,0,0,1
29,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Jens-Tarek E.,4.0,No,Berlin,1,82,0,15.2.2013,"Leider meistens rappelvoll und auch wenn die Bedienung freundlich ist, sieht man sie nur selten. Netter Ort um mit Leuten zu quatschen, da man lange nicht gesehen hat.",,1,0,0
30,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Qype User (janosc…),5.0,No,Hamburg,19,76,0,9.8.2009, Immer einen Besuch wert!,,0,0,1
31,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Daniela S.,4.0,No,"Kiel, Schleswig-Holstein",20,118,0,8.10.2008," Die Bier- und Whisk(e)y-Auswahl, die Bedienung schnell und freundlich. Leider ist der Laden die meiste Zeit gerammelt voll und man muss schon mal einen Alternativplan im Hinterkopf haben, wenn man plant hinzugehen ;-)  Was ich ganz besonders hervorheben möchte ist, dass hier die ersten Nichtrauchertage in Kiel eingeführt wurden, einfach klasse!",,0,0,0
32,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Marc S.,5.0,No,"Cheshunt, Vereinigtes Königreich",1,53,0,23.10.2006,"Das Wuppke ist einfach ein Garant für einen stimmungsvollen abend. Mit dem besten Guinnes östlich von Dublin, würzigem Ufleku oder dem leckersten Pils auf diesedm blauen Planeten (Staropramen), in der Hand, kann man den Tag schön ausklingen lassen. Im Hintergrund stimmungsvolle aber niemals nervige oder zu laute Musik. Kein Wunder, daß das Wuppke seit 31 Jahren oft sehr gut gefüllt ist.",,0,0,0
33,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Qype User (Len8…),5.0,No,"Kiel, Schleswig-Holstein",2,30,0,,"Das Preisniveau ist in Ordnung, Guiness gibt es halt nirgendwo richtig günstig zu haben. Für einen netten Abend unter (wenigen, denn soviel Platz ist ja nicht) Freunden genau das richtige!",,0,0,0
34,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Qype User (Ulf…),5.0,No,"Meldorf, Schleswig-Holstein",2,8,0,,,,0,0,0
35,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Qype User (Manu19…),5.0,No,"Kiel, Schleswig-Holstein",0,10,0,,,,0,0,0
36,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Qype User (gitarr…),5.0,No,"Mülheim, Nordrhein-Westfalen",21,13,0,,,,0,0,0
37,Wubbke,https://www.yelp.de/biz/wubbke-kiel,4.0,Qype User (Jomo…),5.0,No,"Kiel, Schleswig-Holstein",0,4,0,,,,0,0,0
38,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Christoph H.,5.0,Yes,"Kiel, Schleswig-Holstein",135,321,8,15.9.2018,,,3,0,1
39,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Claudia K.,5.0,No,Hamburg,139,417,2,29.4.2015,"Das Deck 8 ist einer meiner beiden Lieblingsausgeh-Locations in Kiel. Man erreicht die Bar über den Eingang des Hotels Atlantik und geht dann an der Rezeption rechts vorbei zu den Fahrstühlen. Auf Etage 8 gedrückt (auf diese Etage gelangt man natürlich ohne Zimmerkarte) und schwups ist man da. Oben angekommen trifft man auf ein gemütliches, schickes und modernes Flair. Ich liebe die Lounge-Möbel. Im Sommer kann man auf Bastmöbeln draußen sitzen und über die Förde schauen - sehr romantisch. Ein abgetrennter Raucherbereich ist vorhanden.  Bisher war ich 4 mal am Wochenende da. Jedes Mal haben wir (zu zweit) einen Platz bekommen, ohne vorher reserviert zu haben. Falls man mit einer größeren Gruppe kommt, sollte man eventuell doch reservieren.  Die Bedienung ist durchweg freundlich und hilfsbereit. Die kostenlos bereitgestellten Knabbereien (Erdnüsse mit scharfer Ummantelung) sind sehr lecker :) Die Cocktailkarte ist groß und umfangreich, Preise belaufen sich zwischen 8-13 € pro Cocktail. Die sehr große Whisky-Karte spricht Whisky-Liebhaber sicherlich an. Bis zu 18 Jahre alte Whiskys (zu entsprechenden Preisen) werden geboten.  Ab und an verspürt man doch noch einen kleinen Hunger; für diesen fall werden, da das Deck 8 hauptsächlich eine Cocktail-Bar ist, nur 3 Speisen angeboten: Salat mit Hühnchen, Clubsandwich mit Hühnchen & Bacon und Pommes, Burger mit Pommes. Zwei Mal hatten wir das Clubsandwich, welches ausgesprochen lecker schmeckt. Für 13€ bekommt man eine riesige Portion, die komplett für 2 Personen reicht. Auf Nachfrage, wird das Essen gleich auf zwei Tellern serviert. ","Fazit: Unglaublich toller Blick, coole Einrichtung und freundliches Personal, gepaart mit leckeren Cockails - ein toller Ort für ein erstes (oder weiteres) Date zu Zeit oder einen netten Abend unter Freunden :) Sunny Day Cocktail",4,0,3
40,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Holger Und Elke H.,5.0,No,Hamburg,2,185,2,11.8.2017,,"Diese schöne Bar mit großer Dachterrasse haben wir schon von unten erblickt. Also kurz entschlossen mal in die 8. Etage gefahren und nett gechillt. Eine tolle Location - geöffnet nicht nur für Hotelgäste. Schöne Sicht über die Stadt und das Wasser. Total nette und motivierte Mitarbeiter und ein sympathischer Barchef. Mehr geht wirklich nicht. Wir kommen morgen wieder und probieren den selbst kreierten Cocktail ""Pink Mojito"" mal aus... Mit Liebe kreiert...",0,0,0
41,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Jan B.,5.0,No,"Kiel, Schleswig-Holstein",10,94,0,16.4.2017,,,0,0,0
42,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Qype User (Mister…),3.0,No,Berlin,1,79,0,13.11.2012,"Scheint wirklich gut nachgefragt  ein In-Laden. Der Mai Thai auf Deck 8 ist ok. Die Kernkraft, so werden hier die alten Erdnüsse genannt, sind eher peinlich. Aber wer kommt schon hierher um keimige Erdnüsse zu naschen",,1,0,0
43,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Natalie K.,4.0,No,"Dessau-Roßlau, Sachsen-Anhalt",8,18,0,,,,0,0,2
44,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Peter S.,3.0,No,Berlin,14,21,0,31.5.2016,,,0,0,0
45,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Qype User (Len8…),5.0,No,"Kiel, Schleswig-Holstein",2,30,0,,"Die Auswahl der Getränke ist toll. Die Bierpreise sind für meinen Geschmack zu hoch, aber das ist wohl dem allgemeinen Niveau der Bar geschuldet. Die Cocktails sind immer sehr gut, auch wenn es manchmal etwas länger dauert. Die Tapas sind auch sehr interessant und lecker! Achja, und ebenso die Kuchenauswahl am Sonntag. ;) Was bleibt noch mehr zu sagen? Wir waren gerne Gäste im Deck 8 und werden es wohl immer bleiben!",,0,0,0
46,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Qype User (wassch…),5.0,No,"Kiel, Schleswig-Holstein",0,4,2,9.6.2011,"Drinks,Bedienung, Atmosphere,Charm und Qualität zu wirklich angemessenen Preisen !!!!  Mehr geht nicht !  Hier, genau hier habe ich das gefunden, was ich immer gesucht habe!! Auf der Suche nach den besten Drinks habe ich viel, wirklich sehr viel erlebt und probiert, aber nun nehme ich mir mal die Zeit auch eine Bewertung zu schreiben, weil ich denke das ihr das wissen solltet!",Hier gibt es wirklich die besten Drinks und die beste Location!!Rriesen Dachterasse mit super Aussicht und Ambiente !! Einfach der Wahnsinn !!!,0,0,0
47,Deck 8,https://www.yelp.de/biz/deck-8-kiel,4.0,Qype User (Vesper…),5.0,No,"Kiel, Schleswig-Holstein",1,1,8,22.6.2011,"Anfangs wurde mir die Bar von Freunden und Kollegen empfolen, ich war aber noch recht skeptisch. Doch als ich mich hinreißen ließ und die Bar betrat war ich echt schockiert!!!  Und zwar im prositiven sinne. Das Deck 8 versprüht einen sehr eleganten-modischen charme. Man kann sic, als Gast entscheiden ob man nun auf der reisen Dachterrase mit genialen Blick über Kiel sitzen möchte oder eben direckt an der Bar. Außerdem gibt es eine Raucherlonge.  Das Personal ist durchweg freundlich und sehr sevice orrientiert. Der Barchef hat ein gigantisches Wissen über Cocktails oder spirituosen. Mein besonderen respekt erhält noch Herr Tühring, der jedem durch die Bank weg einen Cocktail oder Longdrink an den Kopf wirft, welcher immer den richtigen Geschmack trifft.  Und um das Wichtigste nicht zu vergessen, Cocktails hab ich noch nirgendwo besser getrunken. ",,0,0,0
48,Hafenjunge,https://www.yelp.de/biz/hafenjunge-kiel,,,,,,,,,,,,,,
49,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Daniela S.,5.0,No,"Kiel, Schleswig-Holstein",20,118,0,30.3.2008,"Wer an die Bergstrasse denkt, denkt vor allem an das Tucholsky , dunkle muffige Räume, alles ein wenig kultig-heruntergekommen.  Demgegenüber steht jetzt das erst vor kurzem eröffnete Subzero. Loungige Athmosphäre, schöne warme Farben, gemütliche Sitzecken.  Bereits zum dritten Mal waren wir Samstag abend dort, und wurden wieder mal nicht enttäuscht. Die Cocktails sind für Kieler Verhältnisse saugünstig (3,70 bzw. 4,70 für ca. 70% der Cocktails) und sehr lecker. Die Musik ist angenehm, die Bedienung freundlich.  Leider haben wir schon einige Male sehr lange auf unsere Getränke warten müssen. Beim ersten Mal bekamen wir als Entschuldigung eine Runde Kurzer nach Wahl, bei unserem zweiten Besuch wollten wir eigentlich bald weiterziehen und warteten fast wie auf glühenden Kohlen ca. 25 min. auf einen nachgeorderten Cocktail.  Die Waschräume befinden sich sehr hoch oben - es existiert eine Art Balkonbereich über der Bar, und noch eine Treppe höher darf man dann die Räumlichkeiten aufsuchen. Bautechnisch wohl nicht anders zu machen, da geht kein Vorwurf an die Betreiber, aber wenn man wie ich nur wenig Alkohol verträgt, fällt es schon beim zweiten Cocktail sehr schwer, die teppichbelegte Treppe nicht auf allen vieren hochzukrabbeln ;-)  Leider war gestern abend schon um kurz nach eins die Parole Last Order, wir haben schon einmal locker bis um drei/halb vier dort gesessen und getrunken.  Fazit: Was soll ich sagen? Wir werden bestimmt noch einige Samstag abende dort verbringen, wenn wir Platz finden. (die Bar ist sehr gut frequentiert)",,1,0,2
50,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Anni D.,4.0,No,Hamburg,21,409,50,21.3.2016,,,1,0,1
51,Harlekin,https://www.yelp.de/biz/harlekin-kiel,,,,,,,,,,,,,,
52,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Piti B.,4.0,No,"Erkrath, Nordrhein-Westfalen",13,31,0,8.10.2015,"Ich bin ziemlich oft hier... immer wenn ich in Kiel bin und mich mit Freunden treffen will, um eine Kleinigkeit zu trinken, das hier ist unsere Anlaufstelle!  Es ist mal das eine oder andere Negative passiert mit ungeübte und geistig zurückgebliebene Kellner, aber alles in allem hat der ""Chef"" gut reagiert und alles war gut.  Offen gestanden fehlte es nicht mehr viel und ich würde meine Attitude als Asiate verlieren, aber was der eine schlecht macht. Das machen die anderen 1000 wett!  Alles in allem cool und Preis/Leistung stimmt! Hilfreich Lustig Cool 2.10.2015Vorheriger Beitrag Ich bin ziemlich oft hier... immer wenn ich in Kiel bin und mich mit Freunden treffen will, um eine Kleinigkeit zu trinken, das hier ist unsere Anlaufstelle!  Es ist mal das eine oder andere Negative passiert mit ungeübte und geistig zurückgebliebene Kellner, aber alles in allem hat der ""Chef"" gut reagiert und alles war gut.  Offen gestanden fehlte es nicht mehr viel und ich würde meine Attitude als Asiate verlieren, aber was der eine schlecht macht. Das machen die anderen 1000 wett!",,0,0,0
53,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Susi S.,5.0,No,"Kiel, Schleswig-Holstein",16,205,5,26.9.2009,,,0,0,1
54,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Frank S.,3.0,No,"Niederkassel, Nordrhein-Westfalen",4,252,5,27.1.2014,,,0,0,0
55,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Qype User (franch…),4.0,No,"Kiel, Schleswig-Holstein",38,91,2,4.10.2007,"neue cocktailbar mit spitzenauswahl zu erschwinglichen preisen. schöne bar-atmosphäre, abends ist es gut voll und belebt, ein wenig laut vielleicht. aber immer einen besuch wert, wenn man sich günstig sauleckere drinks genehmigen möchte. cocktails liegen be 3,50 euro, longdrinks bei 2,50 euro.  die bar bietet besten anschluss, um weiter zu ziehen, luna-club, tucholsky und pumpe sind in unmittelarer nähe. freitags und samstags wird aber auch im sub zero aufgelegt (house/black), falls man mal keinen bock auf einen club hat."," aber auch wenn man nur einen kaffee oder dergleichen haben möchte, kann man hier einkehren. das find ich besonders praktisch, da es auf dieser ecke (bergstraße) nur wenig möglichkeiten dafür gibt.",0,0,0
56,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Qype User (Padde…),3.0,No,"Kiel, Schleswig-Holstein",8,9,0,,alles ein allem ein netter Laden um günstig cocktails in nettem Ambieten zu schlürfen..,,0,0,0
57,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Kai M.,4.0,No,"Kiel, Schleswig-Holstein",8,83,5,26.10.2009,,,1,0,1
58,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Qype User (Heino1…),5.0,No,"Kiel, Schleswig-Holstein",2,33,0,,,,0,0,0
59,SubZero,https://www.yelp.de/biz/subzero-kiel-2,4.0,Qype User (D-Bon…),5.0,No,"Kiel, Schleswig-Holstein",0,5,0,,,,0,0,0
